sentiment,text,user,,
positive,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,Rafiq1S,,
positive,"Someone should offer those women/self empowerment seminars but do one for sleeping. \n\nTeach me to sleep, master yoda",spookyayesha,,
positive,"RT @TrackaNG: Sen Omotayo,you have refused to provide details implementation on N130m project you nominated for the procurement of material…",tobibalogun,,
neutral,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,CasiaSadee__,,
neutral,RT @GigglesLadies: Isobel Ndoro is an ICT Consultant who holds a BSc Honours degree in Information Systems. In 2011 Ndoro was named Gijima…,hcsmzw,,
positive,RT @UNDPGhana: ‘There is no tool for development that is more effective than empowerment of women’ ~@KofiAnnan @Starr1035Fm https://t.co/3R…,Anita_AmissahA,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,insafianJutt,,
positive,RT @ChrisCoons: Empowering women across the globe to reach their full economic potential lifts up families and communities. Eager to work w…,MyHammy218,,
positive,@priyankachopra Women empowerment at its finest 👌,DancingSunstars,,
positive,"Sean Penn is a piece of shit. He should be toxic as fuck, not a fucking panel member for a discussion on women's em… https://t.co/sV8vLIr10I",NotQuitePhil,,
neutral,RT @G_MachelTrust: The World Prize for Integrated Development was awarded to Mrs. Machel for her significant social justice achievements on…,robhizo,,
negative,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,m_khurram_saeed,,
positive,RT @GREATAgResearch: Raising chickens as a method of women's empowerment: using the Women's Empowerment in Agriculture Index (WEAI) to meas…,ImmaculateMaina,,
positive,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,mochiruu,,
neutral,RT @albd1971: #Women empowerment and development under HPM #SheikhHasina - #Bangladesh the second most gender equal country in #Asia accord…,AyubShe02910775,,
positive,RT @TWIM_DMU: This society is all about Women empowerment and growth.  We’re not a feminist group but simply a group of girls hoping to hel…,marlisegata60,,
positive,RT @wearemitu: A classic Mexican card game is getting a makeover that’s all about women empowerment.\n\nhttps://t.co/YqbSPFpikL https://t.co/…,marcopolejo,,
neutral,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,Blvck_Dynamite,,
negative,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,Ihteshamahmed17,,
positive,@TomiLahren Way to open punish women for speaking out. I’m not sure you know what “empowerment” means. Maybe when you grow up.,Mat0816,,
positive,RT @TWIM_DMU: This society is all about Women empowerment and growth.  We’re not a feminist group but simply a group of girls hoping to hel…,ree_dossantos,,
negative,"RT @JNJCares: By 2020, #JNJ hopes to reach 1 million young girls with #STEM education programs. This is just one of the ways we’re committe…",cakestoriesbyL,,
neutral,RT @_amoafoa_: I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.,Eii_Araba,,
positive,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,AllMoneyInMil,,
positive,End your Monday with some women empowerment! Be sure to tune into '93Queen' tonight at 10pm on WEDU and learn about… https://t.co/US7gsJKMV6,jfedsrq,,
positive,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,danilillian_,,
positive,"Hi 👋 @Ulla_Tornaes! As a global leader on gender equality and women's empowerment, will Denmark attend the NY… https://t.co/XlPMvkYGcJ",Jeff48957071,,
positive,You know nothing about female empowerment. All you do is break women down. You wouldn’t know about decades ago. It… https://t.co/t1dZRefJeT,CamiAnnS,,
neutral,"@myogiadityanath\n#TransformingIndia\nWomen empowerment is not just a slogan, but an idea in action. More than 5 cror… https://t.co/c7Mn6FOMK1",DubeyVibhanshu,,
negative,#RT Women's bible site:Is India tending to be 1 party #state after big #win in #UtterPradesh https://t.co/4dAzjSBxud https://t.co/AefEVLvUCf,ModernWorldCen,,
positive,I'm all about women's empowerment! My work with ambitious corporate climbers is focused on helping women harness th… https://t.co/wGRozrq07C,nancyfredericks,,
positive,@pixiegirlcam - Women Empowerment with Pixie. https://t.co/AIWCCwW6wZ,ELMJobs,,
positive,"RT @cdnbizchicks: Congratulations to all our #WOI2018 Nominees! You are creating a massive ripple with your actions to lead, inspire and mo…",DeannaBurgart,,
neutral,RT @Lucky47685954: @1abhishekkamal In india we r taking about women empowerment and beti bachao aur padhao but we have to start another cam…,Surjeet96228239,,
neutral,RT @ronduhhh_: Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,WholeLottaLeek,,
neutral,"RT @HISTORY: The decade kicked off with passage of the #19thAmendment, which finally gave women the vote. #Flappers https://t.co/Cgh0Sy6115",Johnmartizz,,
positive,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,SyedRiazShah16,,
neutral,"RT @GrayMattersTwit: @TomiLahren Female empowerment is being believed when a woman finds the courage to stand up, speak out when a powerful…",GrayMattersTwit,,
positive,RT @JagoNardelli: @DVATW In Iran woman are taking the headscarf of to demonstrate freedom from oppression the left are trying to say the he…,Camille5212,,
positive,"RT @preDOMinant_: The whole women empowerment movement has become such a marketing strategy these days. So cliquey, trendy and disingenuous.",Ambss____,,
neutral,"Congratulations to all our #WOI2018 Nominees! You are creating a massive ripple with your actions to lead, inspire… https://t.co/vgu7toMUyp",cdnbizchicks,,
positive,Y'all always talking about women empowerment. Y'all ain't bout it fr lol. Just front y'all shit for Twitter.,ronduhhh_,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,SalmaanAshfaq,,
positive,RT @_amoafoa_: I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.,LXO_I,,
positive,"RT @elise_legault: Great to see that on the day #FinDevCanada is officially launched, the focus is firmly on women's economic empowerment.…",modonnell1231,,
positive,RT @AllisonRFloyd: @TomiLahren You support a man who brags about sexually assaulting women. You don’t get to weigh in on female empowerment…,abigailkjohnso5,,
positive,"I and all Indian are with you Sister, we will fight for uniform Civil code together, we cannot achieve developed na… https://t.co/E86LQsPsBq",Msdianyash,,
positive,RT @unwomenafrica: Day 1 of the @UN_Women  WCARO Deputy RD visit to Guinea Bissau. Meeting with Civil society Organization to discuss Women…,Survivorexit,,
positive,RT @NobelWomen: Join @IMPACTtransform on Sept 27 in #Ottawa for a unique opportunity to meet two women artisanal gold miners from #Congo wh…,EfNFus,,
neutral,RT @StephLoffredo: Hooha got a shout-out on the @UN floor for @IdeagenGlobal's women's  empowerment summit last Friday—we're launching a sm…,womentechbot,,
positive,RT @_amoafoa_: I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.,Firstwives_,,
neutral,RT @unwomen_pak: In a bid to advance women’s empowerment initiatives and support the signing of 'Women's Economic Principles' by Engro Ener…,Zainab_Iqbal412,,
positive,@paullamontagne Proud to be part of this historic event! #FinDevCanada will be instrumental in catalyzing investmen… https://t.co/j9VT9X6l04,DianadeCastro6,,
positive,RT @unwomen_pak: In a bid to advance women’s empowerment initiatives and support the signing of 'Women's Economic Principles' by Engro Ener…,socialist_idyll,,
positive,RT @_amoafoa_: I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.,eewfeelings_,,
positive,"@jackieaina Could you please do a video with @YvonneOrji and talk about career advice, women empowerment, etc.? 🤗💕",cmsaints,,
positive,سنتواجد في #نيويورك قريباً للإعلان عن إحدى مبادراتنا نحو تمكين المرأة.\n\nترقبونا.\n\nArriving in #NewYork soon to anno… https://t.co/2qyfxi1eos,alwaleed_______,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,AdKabiir,,
neutral,The World Seems Full of “Lady Bosses.” But What Are They Actually Running? https://t.co/4QGrfqesvb,bishosy,,
positive,RT @BSangafowaCoul: At #T20Summit  session on women inclusion... regrettably audience is overwhelmimgly female. We will make decisive progr…,ValerieRWilson,,
positive,#Indian #Indians #victims Women's bible Site: Mumbai Terrorist #Attack:Will India Shining go https://t.co/gY0ZKBR5Tj https://t.co/YMJHh9R9Mf,FaithAtheismNub,,
neutral,RT @unwomenafrica: Day 1 of the @UN_Women  WCARO Deputy RD visit to Guinea Bissau. Meeting with Civil society Organization to discuss Women…,moisomedrano,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,imrankhan0990,,
neutral,RT @gymstatuz: @TomiLahren I thought female empowerment was about women making their own money. It seems to be about being a whore &amp; taking…,jamespiccolino,,
positive,#politics 1 book 150 sub insight site:BJP wins state election &amp; Trump congratulates Modi why https://t.co/4dAzjSBxud https://t.co/AefEVLvUCf,ModernWorldCen,,
positive,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,m_imranwasim,,
positive,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,IamTeamPM_IK,,
positive,RT @ChugoshviliMP: Women empowerment - this is what matters #PACEMonitoringCommittee meeting in Tbilisi. Grape-harvesting and wine tasting…,mariannemikko,,
positive,@TomiLahren Female empowerment is not turning a victim into a villain esp when the rights of ALL women r at stake,marybeary515,,
neutral,RT @albd1971: #Women empowerment and development under HPM #SheikhHasina - #Bangladesh the second most gender equal country in #Asia accord…,JohoraRahman,,
negative,@TomiLahren Didn't you get fired for speaking out on women's empowerment issues? You think you'd be for all about w… https://t.co/s03NTf5Td5,bigshelds,,
positive,RT @nkemokocha: @mamamoninigeria we #Endpoverty through empowerment ( #Accesstofinance #financialliteracy #SkillsDevelopment ) of low-incom…,MamamoniF,,
neutral,"RT @SWSGBoston: Had a great night yesterday at the #PowerofShe Panel hosted by @Athleta_Newbury ! Thank you to Elaine Stokes, chair of our…",BostonWomen,,
neutral,I'm Possible Women's Empowerment Conference ~ Empowering and educating female entrepreneurs.… https://t.co/a2Yq7HCoIx,WOBCCentral,,
positive,@1abhishekkamal In india we r taking about women empowerment and beti bachao aur padhao but we have to start anothe… https://t.co/Z2ruOqV0S9,Lucky47685954,,
neutral,@TomiLahren I thought female empowerment was about women making their own money. It seems to be about being a whore… https://t.co/ZiwatmnMLd,gymstatuz,,
neutral,https://t.co/gTbMHoJAYA https://t.co/gTbMHoJAYA,kingdompowernow,,
positive,Hooha got a shout-out on the @UN floor for @IdeagenGlobal's women's  empowerment summit last Friday—we're launching… https://t.co/R061qXu6mp,StephLoffredo,,
neutral,I am thoroughly convinced that women's empowerment conferences are a front for rich women to go to brunch.,_amoafoa_,,
neutral,"RT @Hesperian: Melissa Smith, Deputy Director of Women’s Health, Gender and Empowerment at the @ucghi shares the launch of @Hesperian's Hea…",ucghi,,
positive,Why is family planning important?\nRights-based #familyplanning increases women’s empowerment in fulfilling their po… https://t.co/DuqfwHV5mw,UNFPAIndonesia,,
neutral,RT @ColorMagazine: Save the date for the upcoming Women of Color Leadership and Empowerment Conference in Pennsylvania featuring Camille Ch…,LeenaPatelLive,,
positive,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,Aeman826,,
neutral,RT @KoblerinPAK: honour to attend the inaugural speech of President @ArifAlvi to parliament. impressed by what he said about women empowerm…,Outofboxviews,,
positive,RT @UpendraRLSP: My heartfelt #tributes to #Periyar E.V. Ramasamy Ji on his Birth Anniversary today. He was a revolutionary social activist…,gauriaman19,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",TomKillinIt,,
positive,RT @WWWpierreWWW: Ceux qui ont désormais le + de surface médiatique en France pour propager en toute impunité la peur et la haine de l'autr…,ayyacho,,
positive,just bumped into our airbnb owner and had a fun game of racist bingo!!\n\n“ooh that’s an unusual name” ✅\n“oh are you… https://t.co/R1E8TCgWkP,bb_almond,,
neutral,RT @thewire_in: Dalit man killed allegedly by pregnant wife’s Vaishya family in Telangana  https://t.co/vHeO3f4klT | @kartheek777 https://t…,anilk2100,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,klvrajesh,,
positive,Man hacked to death in 'honour killing' by 'member of wife's family because he was from lower caste' https://t.co/xMd1tUqp0F,Bettyan66167775,,
negative,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,crazygirrl,,
neutral,@sriharshatumati @VamshiPandu1 @Shiva4Ntr @RaoGopalaRao_ @iambharatt And ippudu jaruguthunnavi ani oka caste ni ink… https://t.co/Mfm8dOTu2t,Pradeep59797013,,
neutral,RT @PoMoGandhi: But this is not true Mr Bhagwat. @RSSorg appointees in MHRD are making sure visas are denied to foreign students who want t…,Tamizh_Muttley,,
neutral,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",robillardrandy1,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,praveen53893616,,
positive,"RT @PoMoGandhi: My British student applied for a visa 10 months ago to study the role of caste, gender and other social networks in determi…",Tamizh_Muttley,,
negative,"RT @the_hindu: “I can’t live without him, but I will, for my baby, and to fight against the caste system. No one should experience this pai…",nehaali111,,
negative,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,ICEfansArleneLD,,
positive,"RT @vasudha_ET: And there are people who say caste doesn't matter in new India!\n\nFather was asking me to abort before they killed Pranay, s…",_Melodrama_,,
neutral,RT @ashiinu: so Caste drew me as a snek for snektember and i have a Problem so I needed to color it https://t.co/SlPGZWcpZm,KeyThunderpaw,,
negative,RT @scribe_it: During interrogation Amruthas father says \n“I am more concerned about my status in the society than my daughter. I am not wo…,amit_155,,
neutral,Have to give it to you @priyankac19 on your statement of accusing @BJP4India on the issue of dividing ppl on caste… https://t.co/b9L54r5Gcy,RampJay,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,Iam_Jitendra7,,
neutral,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",LionsMountainCh,,
negative,RT @scribe_it: During interrogation Amruthas father says \n“I am more concerned about my status in the society than my daughter. I am not wo…,najibfarooq,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",Justluvly101,,
positive,RT @scribe_it: During interrogation Amruthas father says \n“I am more concerned about my status in the society than my daughter. I am not wo…,bituu__,,
positive,RT @dilip_0235: @ramsayz Ade caste Peru tho reservations enzoy chestu malli discrimination ledu ante elaaga? Ban caste based reservations a…,kranthireddy146,,
positive,RT @MailOnline: Indian husband is murdered in front of his pregnant wife in honour killing because he was from a lower caste https://t.co/9…,NJ_A_08,,
neutral,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,srimaddy666,,
positive,"RT @devduttmyth: Despite their obvious dark side, u are allowed to speak about the positive aspects of Communism, Capitalism, Religion....b…",ilovemaper,,
negative,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,GhantaSoma,,
positive,"People who jugde others on CASTE, FAITH, NATIONALITY, POOR/RICH BLACK/WHITE are the WORST people down on earth.",nnaibBinTariq,,
negative,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",loupierri,,
negative,"RT @Politis_fr: À lire : «La Caste», de @LaurentMauduit (@Ed_LaDecouverte), autrement dit la haute fonction publique, où «grâce aux pantouf…",Ed_LaDecouverte,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",MyBoyMadMax2019,,
neutral,@iam_thalapathy Caste 😂\n\nBike racer 😂,Vijay74164305,,
positive,"RT @the_hindu: “I can’t live without him, but I will, for my baby, and to fight against the caste system. No one should experience this pai…",_Melodrama_,,
neutral,RT @TRBRajaa: With his voice against caste system he spoke for almost all of India.\nWith his voice for #women he spoke for HALF THE WORLD !…,AjasLily,,
positive,"RT @devduttmyth: Despite their obvious dark side, u are allowed to speak about the positive aspects of Communism, Capitalism, Religion....b…",abcense,,
negative,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,Rajendar7676,,
positive,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,Jeannie_Hartley,,
negative,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,AfroStateOfMind,,
neutral,かわいいんじゃ https://t.co/hTkibLjz1h,caste_lowest,,
neutral,"RT @Navayan: Pranay, SC Mala, so called untouchable man and Amrutha a vyshya, so-called upper caste woman loved and married. Maruthi Rao, K…",_Melodrama_,,
neutral,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,V6Oliva,,
positive,"@leoxymoron @AlexisBraud Humour !\nEt puisque j'ai votre  attention, très belle émission hier sur le sujet (Les vert… https://t.co/5y2luJETc8",LeFilsDeStGarp,,
negative,@Shravan37184651 @HeroManoj1 On bull's eye bro.. Exactly.. Caste anedhi worst case but clear ga thelusthundi idhi s… https://t.co/ASeGH2zGPm,ChantiCognizant,,
neutral,@NewsFinance_fr Parfaitement! Vous êtes un média? On n'a pas le droit de critiquer votre caste? Vous êtes si intouc… https://t.co/sxadewspPU,adia66,,
negative,RT @scribe_it: During interrogation Amruthas father says \n“I am more concerned about my status in the society than my daughter. I am not wo…,_Melodrama_,,
neutral,caste topic ni parents topic medhaku diversion enduku bhayya 🙏🙏🙏🙏🙏 https://t.co/KvqYLQfgpI,ramusagar4NTR,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,HarishHMavericK,,
neutral,"@vivek17b yes, the argument was that she had tried to speak over the words of ambedkar in annilation of caste and I… https://t.co/CvMDBJjEWK",soupykaur,,
negative,(Aujourd'hui on sera tous d'accord pour dire que j'ai pas casté le spirit suffisamment fort hein),LaurianeIpsum,,
neutral,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,LudovicSpeaks,,
neutral,RT @Freeindiansoul: RSS was in the quit India movement  difference being it was on the side of the British Empire\nTheir role was of informe…,moin_naz,,
neutral,"RT @MahilaCongress: Our heartfelt tributes to E.V. Ramasamy, a great social reformer, activist and politician, on his birth anniversary. Po…",s_prasant2001,,
neutral,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",Ray_Sims77,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,Mahendra_Tweetz,,
positive,@AzmiShabana @SRKFC1 @iamsrk Not only maharashtrians..\nGaneshji is God So Anyone can enjoy the festival ... It's no… https://t.co/sdD4fXQH6S,harsshshah9,,
negative,RT @scribe_it: Hey national channels - you held many prime time debates on “misuse” Sc ST act.\nNow after Telangana Dalit murder you’ve gone…,amit_155,,
positive,my family life could literally be the plot of a desi drama .. so nuanced so beautiful yet so tropey. social aspect… https://t.co/NHZROqAbWI,somuchmohabbat,,
positive,RT @PoMoGandhi: But this is not true Mr Bhagwat. @RSSorg appointees in MHRD are making sure visas are denied to foreign students who want t…,wrldrulerz,,
positive,Necesito un estomago nuevo https://t.co/R7tdaCHOpt,Caste_Alan,,
positive,RT @sampadscales: I only see that one leader who isn’t concerned about the caste or money &amp; dedicatedly working for my country’s economy an…,Kuhoo2014,,
neutral,"The 21st century may bring a new caste system, split into a plutocratic AI elite and the powerless struggling masse… https://t.co/QmE32BSYAM",TheHelenWang,,
neutral,RT @kimmaytube: Read this and get all into your feelings.\n\nDescendants of slaves to kingdoms IN west Africa are considered the *bottom* TOD…,meowwcydnee,,
negative,"@devduttmyth I respected you till now,read you version of geeta too.But jotting down positives of caste system will… https://t.co/un5Uqagm7l",Logical76659057,,
neutral,"RT @MaximeBernier: Heureux d’être de retour au Parlement non seulement en tant que député de Beauce, mais pour donner une voix aux Canadien…",SASgrafix,,
negative,He is not a father anymore; he is a criminal. He won't mind killing his own daughter as well.\n\nCaste system can tur… https://t.co/1ley6UdslG,TheNewAgeIndian,,
neutral,"Love is the most beautiful thing that can consume us. Be it your father, your caste or even whole of the human race… https://t.co/QemCQRMeq0",KaliGospel,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",SolarPowerEng,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",bill_8856,,
positive,"RT @devduttmyth: Despite their obvious dark side, u are allowed to speak about the positive aspects of Communism, Capitalism, Religion....b…",fed_esha95,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",bandit301,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,alikhanrandy143,,
positive,"RT @Politis_fr: À lire : «La Caste», de @LaurentMauduit (@Ed_LaDecouverte), autrement dit la haute fonction publique, où «grâce aux pantouf…",JLacassagne,,
negative,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,IAmChey_D,,
neutral,RT @BenNeethipudi: Intercaste marriage is not annihilation of caste when death is the price to be paid by Dalits. Intercaste relationship i…,shashikanth171,,
neutral,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,webreakchains15,,
neutral,i went to a preppy private catholic hs in dc and i wish i could say i was surprised that this caste of rich entitle… https://t.co/jUh38uim5R,sloppityboppity,,
neutral,Wowww.. Bringing in caste to diss a movie..! https://t.co/jaQVFnMJlr,yourstrulyAbhi,,
positive,"RT @MaximeBernier: Heureux d’être de retour au Parlement non seulement en tant que député de Beauce, mais pour donner une voix aux Canadien…",nativekittens,,
neutral,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",MichelB71604563,,
neutral,@sriharshatumati @VamshiPandu1 @Shiva4Ntr @RaoGopalaRao_ @iambharatt Nenu ekkada Reservations kosam matladaledhu du… https://t.co/Hl8QKNls1y,Pradeep59797013,,
positive,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",nativekittens,,
neutral,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,Ravikar43968388,,
positive,RT @HeroManoj1: Anyways ... signing off for the day ... Congrats to all the caste fanatics who helped killing #Pranay ... Remember one thin…,KambamSanjay,,
negative,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,AaronTDotson,,
negative,"RT @MaximeBernier: As Parliament resumes today, I am proud to be back not just as the Member for Beauce, but as the voice of Canadians look…",nowhere192,,
neutral,RT @sampadscales: I only see that one leader who isn’t concerned about the caste or money &amp; dedicatedly working for my country’s economy an…,madhavi_writes,,
positive,RT @Navayan: An exclusive brahmin community real estate venture. For members of Brahmin community only.\n\nYeah yeah. There's no caste in Ind…,O_edipus,,
neutral,"Until, Indian society is going to behave in a mature manner, it's dangerous for Dalit boys to date Hindu/Muslim/Sik… https://t.co/c43MGiaVYp",TheNewAgeIndian,,
positive,RT @BreeNewsome: There's not really such a thing as race-neutral class in racism. Race was constructed to create an ownership class &amp; a sla…,muhdee2009,,
negative,"RT @gunjakapoor: Back from #Ujjain:\nThe upper caste anger is palpable on ground. While @INCIndia doesn't have a cadre, the incumbent @BJP4I…",RW_Athiest,,
neutral,RT @Bpro_info: 【NEWS】B-PROJECT『KING of CASTE 〜Sneaking Shadow〜 』\n雪広うたこ氏撮り下ろしビジュアルを公開しました。そして特設サイトも本日OPEN!!\nさらにAGF2018への出展も決定！\nhttps://t.co/…,Marrrrrinrin,,
negative,"While we watched and was shocked by the bloody footsteps of that baby girl, it was and has been going on in our rea… https://t.co/UP7wkzVKCu",VinnyKV,,
neutral,RT @Fleek_Mag: #Miedo es el nombre que recibe la nueva pieza visual lanzada por @Caste93 desde su canal @VEVO_ESP. @outerspaceprod firma la…,outerspaceprod,,
negative,"RT @taruns_: Pelli ki caste addu raakudadu antunnaru , Mari jobs/education ki reservation(caste) enduku ??\n\nNote : Im not Supporting any ca…",telugabbay,,
neutral,@Le_Figaro Les discours de vérité  de macron font scandales par contres les journalistes ont le droit d'etre injuri… https://t.co/clDfwQi8QC,DominiqueLocas1,,
negative,Elite left liberals pontificate to Hindus about 'caste' &amp; 'Brahmin monopoly' yet practice a caste system of their o… https://t.co/6fsrBOltBI,Kalbhoja,,
neutral,暑いんじゃ,caste_lowest,,
neutral,"RT @AnaMyID: Pranay a Telangana Dalit Christian belonging to an 'untouchable' caste fell in love with Amrutha an UC vaishya, married her 3…",mukarram3,,
neutral,,,,
positive,,,,
